DrugName,DrugID_PubChemCID,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez
adenine,190,CHEMBL226345,DB00173,Nc1ncnc2[nH]cnc12,MTAP
adenine,190,CHEMBL226345,DB00173,Nc1ncnc2[nH]cnc12,PECR
adenine,190,CHEMBL226345,DB00173,Nc1ncnc2[nH]cnc12,SRPK2
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ADORA1
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ADORA2A
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ADORA2B
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ADORA3
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,PI4K2A
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,PI4K2B
adenosine,60961,CHEMBL477,DB00640,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,TRPM4
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,ACSL1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS2
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,ADCY1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,ADK
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,CREB1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,FBP1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,HINT1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PDE4B
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PDE4D
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PIM1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PRKAA1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PRKAB1
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PRKAB2
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,PYGL
adenosine-phosphate,6083,CHEMBL752,DB00131,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,TRPM4
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCA1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCB1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCB11
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC8
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC9
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCG1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABL1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABL2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSL1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVR1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVR1B
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVRL1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY11
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY13
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY4
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,PRKAA1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,RYR1
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,RYR2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,RYR3
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,SLC25A4
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,TNK2
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,TRPM4
adenosine-triphosphate,5957,CHEMBL14249,DB00171,Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,TRPM7
adiphenine,2031,CHEMBL353846,NA,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,CHRNA1
adipic-acid,196,CHEMBL1157,NA,OC(=O)CCCCC(O)=O,SLC22A6
adiporon,16307093,CHEMBL3393145,NA,O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1,ADIPOR1
adiporon,16307093,CHEMBL3393145,NA,O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1,ADIPOR2
ADL5859,11417954,CHEMBL494480,NA,CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12,OPRD1
adoprazine,9887537,CHEMBL221692,NA,Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1,DRD2
adoprazine,9887537,CHEMBL221692,NA,Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1,HTR1A
adrenalone,7436,CHEMBL2103996,NA,CNCC(=O)c1ccc(O)c(O)c1,ADRA1A
adrenosterone,223997,CHEMBL485683,NA,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,HSD11B1
adrenosterone,223997,CHEMBL485683,NA,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,HSD11B2
ADX-47273,11383075,CHEMBL381055,NA,Fc1ccc(cc1)C(=O)N1CCC[C@@H](C1)c1nc(no1)-c1ccc(F)cc1,GRM5
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,EGFR
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,ERBB2
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,ERBB4
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,FGFR2
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,FGFR3
AEE788,10297043,CHEMBL587723,DB12558,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,KDR
afalanine,74839,CHEMBL55743,NA,CC(=O)N[C@@H](Cc1ccccc1)C(O)=O,DRD2
afatinib,10184653,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,EGFR
afatinib,10184653,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ERBB2
afatinib,10184653,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ERBB4
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,ESR1
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,ESR2
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,ESRRG
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,PLD1
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,PRKCD
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,PRKCE
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,PRKCQ
afimoxifene,449459,CHEMBL489,DB04468,CC\C(c1ccccc1)=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1,PRKCZ
AF38469,72706115,CHEMBL3098745,NA,Cc1cccc(NC(=O)c2ccc(cc2C(O)=O)C(F)(F)F)n1,SORT1
AG-1024,2044,CHEMBL2218926,NA,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,IGF1R
AG-14361,9840076,CHEMBL65892,NA,CN(C)Cc1ccc(cc1)-c1nc2cccc3C(=O)NCCn1c23,PARP1
AG-490,5328779,CHEMBL56543,NA,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1,EGFR
AG-490,5328779,CHEMBL56543,NA,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1,JAK2
AG-490,5328779,CHEMBL56543,NA,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1,JAK3
AG-555,5328770,CHEMBL53898,NA,Oc1ccc(\C=C(/C#N)C(=O)NCCCc2ccccc2)cc1O,CDK2
AGI-5198,56645356,CHEMBL2180727,NA,Cc1nccn1CC(=O)N(C(C(=O)NC1CCCCC1)c1ccccc1C)c1cccc(F)c1,IDH1
AGI-6780,71299339,CHEMBL3392845,NA,FC(F)(F)c1cccc(NC(=O)Nc2cc(ccc2-c2ccsc2)S(=O)(=O)NC2CC2)c1,IDH2
AGM-1470,6517043,NA,NA,CO[C@@H]1[C@@H](CC[C@]2(CO2)C1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl,METAP2
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,ADRA2C
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,ASIC3
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,CACNA1B
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,CHRNA1
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,GRIN1
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,KCNJ1
agmatine,199,CHEMBL58343,DB08838,NCCCCNC(N)=N,NISCH
AGN-192403,2068,CHEMBL430112,NA,CC(C)C1C2CCC(C2)C1N,NISCH
AGN-194310,9867046,NA,NA,CCc1ccc(cc1)C1=CC(C)(C)Sc2ccc(cc12)C#Cc1ccc(cc1)C(O)=O,RXRA
AGN-194310,9867046,NA,NA,CCc1ccc(cc1)C1=CC(C)(C)Sc2ccc(cc12)C#Cc1ccc(cc1)C(O)=O,RXRB
AGN-194310,9867046,NA,NA,CCc1ccc(cc1)C1=CC(C)(C)Sc2ccc(cc12)C#Cc1ccc(cc1)C(O)=O,RXRG
AGN-195183,9867758,CHEMBL107430,NA,CC1(C)CCC(C)(C)c2c(Cl)c(O)c(cc12)C(=O)Nc1cc(F)c(C(O)=O)c(F)c1,RARA
agomelatine,82148,CHEMBL10878,DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,HTR2A
agomelatine,82148,CHEMBL10878,DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,HTR2B
agomelatine,82148,CHEMBL10878,DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,HTR2C
agomelatine,82148,CHEMBL10878,DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,MTNR1A
agomelatine,82148,CHEMBL10878,DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,MTNR1B
AH11110,3386873,CHEMBL181583,NA,OC(COc1ccccc1-c1ccccc1)CC(=N)N1CCCCC1,ADRA1B
AH6809,119461,CHEMBL1317823,NA,CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O,PTGDR
AH6809,119461,CHEMBL1317823,NA,CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O,PTGER1
AH6809,119461,CHEMBL1317823,NA,CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O,PTGER2
AH6809,119461,CHEMBL1317823,NA,CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O,PTGER3
AI-10-49,49806644,NA,NA,FC(F)(F)Oc1ccc2nc([nH]c2c1)-c1ccc(OCCOCCOc2ccc(nc2)-c2nc3ccc(OC(F)(F)F)cc3[nH]2)cn1,CBFB
ajmaline,16667686,CHEMBL2105617,NA,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]44C[C@@H](C2C4O)N3[C@@H]1O,SCN5A
AJ76-(+),122334,CHEMBL27441,NA,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,DRD2
AJ76-(+),122334,CHEMBL27441,NA,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,DRD3
AJ76-(+),122334,CHEMBL27441,NA,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,DRD4
AKBA,11168203,CHEMBL237111,NA,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C,ALOX5
alacepril,71992,CHEMBL2103775,NA,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(O)=O,ACE
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,AARS
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,AARS2
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,ABAT
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,AGXT
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,AGXT2
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,GPRC6A
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,GPT
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,GPT2
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,KYNU
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,NFS1
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,PHYKPL
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,SLC1A4
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,SLC36A1
alanine,5950,CHEMBL12198,DB00160,CC(N)C(O)=O,SLC7A8
alaproclate,2081,CHEMBL36591,DB13233,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,SLC6A4
alarelin,9855027,CHEMBL3272561,NA,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,GNRH1
albendazole,2082,CHEMBL1483,DB00518,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,TUBA1A
albendazole,2082,CHEMBL1483,DB00518,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,TUBB
albendazole,2082,CHEMBL1483,DB00518,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,TUBB4B
albuterol,2083,CHEMBL714,DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,ADRB1
albuterol,2083,CHEMBL714,DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,ADRB2
alcaftadine,19371515,CHEMBL1201747,DB06766,CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12,HRH1
alclofenac,30951,CHEMBL94081,DB13167,OC(=O)Cc1ccc(OCC=C)c(Cl)c1,PTGS1
alclometasone-dipropionate,636374,CHEMBL1200989,NA,CCC(=O)OCC(=O)C1(OC(=O)CC)[C@H](C)C[C@H]2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,CYP3A4
alclometasone-dipropionate,636374,CHEMBL1200989,NA,CCC(=O)OCC(=O)C1(OC(=O)CC)[C@H](C)C[C@H]2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,NR3C1
alclometasone-dipropionate,636374,CHEMBL1200989,NA,CCC(=O)OCC(=O)C1(OC(=O)CC)[C@H](C)C[C@H]2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,SERPINA6
alcuronium,24776151,CHEMBL1180293,NA,OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2C5[C@]6(CC[N@@+]7(CC=C)C\C(=C/CO)[C@H](C[C@@H]67)\C5=C\N(C31)c1ccccc41)c1ccccc21,CHRM1
alcuronium,24776151,CHEMBL1180293,NA,OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2C5[C@]6(CC[N@@+]7(CC=C)C\C(=C/CO)[C@H](C[C@@H]67)\C5=C\N(C31)c1ccccc41)c1ccccc21,CHRM2
alcuronium,24776151,CHEMBL1180293,NA,OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2C5[C@]6(CC[N@@+]7(CC=C)C\C(=C/CO)[C@H](C[C@@H]67)\C5=C\N(C31)c1ccccc41)c1ccccc21,CHRM3
alcuronium,24776151,CHEMBL1180293,NA,OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2C5[C@]6(CC[N@@+]7(CC=C)C\C(=C/CO)[C@H](C[C@@H]67)\C5=C\N(C31)c1ccccc41)c1ccccc21,CHRM4
alcuronium,24776151,CHEMBL1180293,NA,OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2C5[C@]6(CC[N@@+]7(CC=C)C\C(=C/CO)[C@H](C[C@@H]67)\C5=C\N(C31)c1ccccc41)c1ccccc21,CHRNA7
aldoxorubicin,9810709,CHEMBL2107818,NA,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(\CO)=N\NC(=O)CCCCCN1C(=O)C=CC1=O,TOP2A
alectinib,49806720,CHEMBL1738797,DB11363,CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1,ALK
alectinib,49806720,CHEMBL1738797,DB11363,CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1,MET
alendronate,2088,CHEMBL870,DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,ATP6V1A
alendronate,2088,CHEMBL870,DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,FDPS
alendronate,2088,CHEMBL870,DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,PTPN4
alendronate,2088,CHEMBL870,DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,PTPRE
alendronate,2088,CHEMBL870,DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,PTPRS
alexidine,2090,CHEMBL1195210,NA,CCCCC(CC)C\N=C(/N)N\C(N)=N\CCCCCC\N=C(/N)N\C(N)=N\CC(CC)CCCC,PTPMT1
alfacalcidol,5284515,CHEMBL1601669,DB01436,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C\C=C1/C[C@@H](O)C[C@H](O)C1=C,CYP27B1
alfacalcidol,5284515,CHEMBL1601669,DB01436,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C\C=C1/C[C@@H](O)C[C@H](O)C1=C,VDR
alfaxalone,104845,CHEMBL190279,DB11371,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,GABBR1
alfuzosin,2092,CHEMBL709,DB00346,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,ADRA1A
alfuzosin,2092,CHEMBL709,DB00346,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,ADRA1B
alfuzosin,2092,CHEMBL709,DB00346,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,ADRA1D
alfuzosin,2092,CHEMBL709,DB00346,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,KCNH2
alimemazine,5574,CHEMBL829,DB01246,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,HRH1
alisertib,24771867,CHEMBL483158,DB05220,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O,AURKA
aliskiren-hemifumarate,5493444,CHEMBL1639,DB09026,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,REN
alizapride,43008,CHEMBL290194,DB01425,COc1cc2[nH]nnc2cc1C(=O)NCC1CCCN1CC=C,DRD2
allicin,65036,CHEMBL359965,DB11780,C=CCSS(=O)CC=C,TRPA1
allicin,65036,CHEMBL359965,DB11780,C=CCSS(=O)CC=C,TRPV1
allopurinol,2094,CHEMBL1467,DB00437,O=c1[nH]cnc2[nH]ncc12,XDH
