DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetID_Entrez,TargetGeneSymbol_Entrez
(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,NA,DB08007,[H][C@@](O)(CNC(=O)NCC1=CC=CC=C1)C(O)=O,1990,CELA1
(2r)-3-{[{[(2s)-2-3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate,NA,NA,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC,2516,NR5A1
(2r)-4-(2-benzoyl-1-2-diazepan-1-yl)-4-oxo-1-(2-4-5-trifluorophenyl)butan-2-amine,CHEMBL513425,NA,[H][C@](N)(CC(=O)N1CCCCCN1C(=O)C1=CC=CC=C1)CC1=C(F)C=C(F)C(F)=C1,1803,DPP4
(2r)-4-[(8r)-8-methyl-2-(trifluoromethyl)-5-6-dihydro[1-2-4]triazolo[1-5-a]pyrazin-7(8h)-yl]-4-oxo-1-(2-4-5-trifluorophenyl)butan-2-amine,CHEMBL250787,NA,[H][C@](N)(CC(=O)N1CCN2N=C(N=C2[C@@]1([H])C)C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,1803,DPP4
(2r)-4-4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid,NA,NA,[H][C@@](CC1=CC=CC=C1)(CC(O)(O)C[N+]([O-])=O)C(O)=O,1357,CPA1
(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide,CHEMBL63895,DB07482,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1)B(O)O,1803,DPP4
(2r)-n-hydroxy-2-[(3s)-3-methyl-3-{4-[(2-methylquinolin-4-yl)methoxy]phenyl}-2-oxopyrrolidin-1-yl]propanamide,CHEMBL148169,DB07145,[H][C@](C)(N1CC[C@](C)(C1=O)C1=CC=C(OCC2=CC(C)=NC3=CC=CC=C23)C=C1)C(=O)NO,6868,ADAM17
(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s-2r)-2-hydroxy-2-3-dihydro-1h-inden-1-yl]butanediamide,CHEMBL8943,NA,[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2,11096,ADAMTS5
(2r-3r)-7-(methylsulfonyl)-3-(2-4-5-trifluorophenyl)-1-2-3-4-tetrahydropyrido[1-2-a]benzimidazol-2-amine,CHEMBL1197118,NA,[H][C@]1(N)CN2C(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)=NC1=CC(=CC=C21)S(C)(=O)=O,1803,DPP4
(2r-3r)-n^1^-[(1s)-2-2-dimethyl-1-(methylcarbamoyl)propyl]-n^4^-hydroxy-2-(2-methylpropyl)-3-{[(1-3-thiazol-2-ylcarbonyl)amino]methyl}butanediamide,NA,NA,[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C,10863,ADAM28
(2r-3r-4r-5s)-2-(hydroxymethyl)-1-nonylpiperidine-3-4-5-triol,CHEMBL408500,NA,[H][C@]1(O)CN(CCCCCCCCC)[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,2629,GBA
(2r-3r-4s)-3-(4-hydroxyphenyl)-4-methyl-2-[4-(2-pyrrolidin-1-ylethoxy)phenyl]chroman-6-ol,CHEMBL181936,NA,[H][C@@]1(C)C2=CC(O)=CC=C2O[C@@]([H])(C2=CC=C(OCCN3CCCC3)C=C2)[C@@]1([H])C1=CC=C(O)C=C1,2099,ESR1
(2r-3r-4s-5r)-2-[6-amino-8-[(3-4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3-4-diol,CHEMBL516357,NA,[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,573,BAG1
(2r-3r-4s-5r)-2-[6-amino-8-[(3-4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3-4-diol,CHEMBL516357,NA,[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,3312,HSPA8
(2r-3r-4s-5r)-2-acetamido-3-4-dihydroxy-5-hydroxymethyl-piperidinium,NA,NA,[H][C@]1(CO)CN[C@]([H])(N=C(C)O)[C@@]([H])(O)[C@@]1([H])O,3074,HEXB
(2r-3r-4s-5r)-2-acetamido-3-4-dihydroxy-5-hydroxymethyl-piperidinium,NA,NA,[H][C@]1(CO)CN[C@]([H])(N=C(C)O)[C@@]([H])(O)[C@@]1([H])O,10242,KCNMB2
(2r-6s)-6-{[methyl(3-4-5-trimethoxyphenyl)amino]methyl}-1-2-5-6-7-8-hexahydroquinazoline-2-4-diamine,NA,NA,[H][C@]1(CN(C)C2=CC(OC)=C(OC)C(OC)=C2)CCC2=C(C1)C(N)=N[C@]([H])(N)N2,1719,DHFR
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,CHEMBL379300,DB08073,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,2932,GSK3B
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,CHEMBL379300,DB08073,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,208,AKT2
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,CHEMBL379300,DB08073,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,5566,PRKACA
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,CHEMBL379300,DB08073,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,5569,PKIA
(2s)-1-(2-5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol,NA,NA,[H][C@@](O)(COC1=C(C)C=CC(C)=C1)CN1CCOCC1,23621,BACE1
(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3-4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine,NA,NA,[H][C@@](N)(COC1=CN=CC(=C1)C1=NCC2=NN=CC2=C1)CC1=C2C=CCC=C2N=C1,5566,PRKACA
(2s)-1-(9h-carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol,NA,DB07543,[H][C@](O)(CNC(C)C)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,154,ADRB2
(2s)-1-[4-({4-[(2-5-dichlorophenyl)amino]pyrimidin-2-yl}amino)phenoxy]-3-(dimethylamino)propan-2-ol,NA,NA,[H][C@](O)(COC1=CC=C(NC2=NC(NC3=C(Cl)C=CC(Cl)=C3)=CC=N2)C=C1)CN(C)C,1017,CDK2
(2s)-1-[4-({6-[(2-6-difluorophenyl)amino]pyrimidin-4-yl}amino)phenoxy]-3-(dimethylamino)propan-2-ol,NA,NA,[H][C@@](O)(COC1=CC=C(NC2=NC=NC(NC3=C(F)C=CC=C3F)=C2)C=C1)CN(C)C,1017,CDK2
(2s)-1-{[5-(1h-indazol-5-yl)pyridin-3-yl]oxy}-3-[(7as)-7ah-indol-3-yl]propan-2-amine,NA,NA,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=CNN=C2C=C1)CC1=C2C=CC=CC2([H])N=C1,5566,PRKACA
(2s)-1-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}-3-phenylpropan-2-amine,CHEMBL379218,DB08568,[H][C@@](N)(COC1=CC(=CN=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CC=CC=C1,5566,PRKACA
(2s)-1-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}-3-phenylpropan-2-amine,CHEMBL379218,DB08568,[H][C@@](N)(COC1=CC(=CN=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CC=CC=C1,5569,PKIA
(2s)-1-{4-[(4-anilino-5-bromopyrimidin-2-yl)amino]phenoxy}-3-(dimethylamino)propan-2-ol,NA,DB07501,[H][C@@](O)(COC1=CC=C(NC2=NC(NC3=CC=CC=C3)=C(Br)C=N2)C=C1)CN(C)C,1017,CDK2
(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,NA,DB07037,[H][C@](O)(CN)CNC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,1111,CHEK1
(2s)-1-3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile,NA,NA,[H][C@](C#N)(C1=NC2=C(S1)C=CC=C2)C1=NC(NCCC2=CC=CN=C2)=NC=C1,5292,PIM1
(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methylbutan-1-ol,NA,DB07379,[H][C@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC(Cl)=CC(N)=C2)=N1)C(C)C,1021,CDK6
(2s)-2-(1h-indol-3-yl)hexanoic acid,NA,DB06980,[H][C@@](CCCC)(C(O)=O)C1=CNC2=C1C=CC=C2,6500,SKP1
(2s)-2-(1h-indol-3-yl)pentanoic acid,NA,DB06981,[H][C@@](CCC)(C(O)=O)C1=CNC2=CC=CC=C12,6500,SKP1
(2s)-2-(3-{[amino(imino)methyl]amino}phenyl)-3-[(s)-hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,NA,DB07182,[H][C@@](C[P@](O)(=O)CCCC1=CC=CC=C1)(C(O)=O)C1=CC(NC(N)=N)=CC=C1,1360,CPB1
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10095,ARPC1B
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10097,ACTR2
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10096,ACTR3
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10109,ARPC2
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10094,ARPC3
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10093,ARPC4
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1-3-thiazolidin-4-one,NA,NA,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,10092,ARPC5
(2s)-2-(4-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid,CHEMBL1233202,DB07870,[H][C@](C)(OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O,32,ACACB
(2s)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,CHEMBL364748,DB08760,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(Cl)C=C1)C(O)=O,5468,PPARG
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,CHEMBL223339,DB07858,[H][C@](CN)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1,5566,PRKACA
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,CHEMBL223339,DB07858,[H][C@](CN)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1,5569,PKIA
(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,CHEMBL191060,DB07842,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(CC)C=C1)C(O)=O,5468,PPARG
(2s)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,CHEMBL191275,DB08121,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,5468,PPARG
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-methylpropyl](hydroxy)phosphoryl]propanoic acid,NA,DB07269,[H][C@@](C[P@](O)(=O)[C@@]([H])(NC(=O)OCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1,1360,CPB1
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-hydroxy{(1r)-2-methyl-1-[(phenylsulfonyl)amino]propyl}phosphoryl]propanoic acid,NA,DB06921,[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1,1360,CPB1
(2s)-2-[3-(aminomethyl)phenyl]-3-{(r)-hydroxy[(1r)-2-methyl-1-{[(3-phenylpropyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid,NA,DB07136,[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)CCCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1,1360,CPB1
(2s)-2-[3-(aminomethyl)phenyl]-3-{(s)-hydroxy[(1r)-2-methyl-1-{[(2-phenylethyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid,NA,DB06835,[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1,1360,CPB1
(2s)-2-{[3-(3-aminophenyl)imidazo[1-2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol,NA,NA,[H][C@](CO)(NC1=NN2C(C=C1)=NC=C2C1=CC(N)=CC=C1)C(C)C,83903,GSG2
(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid,NA,DB06928,[H][C@@](CCC(O)=O)(C[P@](O)(=O)CC1=CC=C(I)C=C1)C(O)=O,2346,FOLH1
(2s)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,CHEMBL202609,DB07070,[H][C@](CC)(CC1=CC(CNC(=O)C2=C(F)C=C(C=C2)C(F)(F)F)=C(OC)C=C1)C(O)=O,5467,PPARD
(2s)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,CHEMBL478381,DB07102,[H][C@](N)(CCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1)C(O)=O,4048,LTA4H
(2s)-2-ethoxy-3-{4-[2-(10h-phenoxazin-10-yl)ethoxy]phenyl}propanoic acid,CHEMBL24038,DB07675,[H][C@@](CC1=CC=C(OCCN2C3=C(OC4=C2C=CC=C4)C=CC=C3)C=C1)(OCC)C(O)=O,5468,PPARG
(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,CHEMBL124493,DB07422,C[C@](O)(COC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,367,AR
(2s)-2-hydroxyoctanoic acid,NA,DB07907,[H][C@](O)(CCCCCC)C(O)=O,54363,HAO1
(2s)-2-methyl-2-3-dihydrothieno[2-3-f][1-4]oxazepin-5-amine,CHEMBL1221702,NA,[H][C@]1(C)CN=C(N)C2=C(O1)C=CS2,4843,NOS2
(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1-3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid,NA,NA,[H][C@@](CC1=CC2=C(C=C1)N(CC1=C(C)OC(=N1)C1=C(Cl)C=CC=C1)C=C2)(OCC)C(O)=O,5468,PPARG
(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1-3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid,NA,NA,[H][C@@](CC1=CC2=C(C=C1)N(CC1=C(C)OC(=N1)C1=C(Cl)C=CC=C1)C=C2)(OCC)C(O)=O,8648,NCOA1
(2s)-3-(4-chloro-3-fluorophenoxy)-n-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide,CHEMBL512283,DB07419,C[C@](O)(COC1=CC=C(Cl)C(F)=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,367,AR
(2s)-3-[(r)-[(1s)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid,CHEMBL393949,DB07448,[H][C@@](CC1=CC=CC=C1)(C[P@](O)(=O)[C@]([H])(N)CCC1=CC=CC=C1)C(O)=O,51056,LAP3
(2s)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,CHEMBL125236,DB07423,CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F)C=C1,367,AR
(2s)-4-(2-5-difluorophenyl)-n-[(3r-4s)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-n-methyl-2-phenyl-2-5-dihydro-1h-pyrrole-1-carboxamide,CHEMBL481931,NA,[H][C@@]1(F)CN(C)CC[C@]1([H])N(C)C(=O)N1CC(=C[C@@]1(CO)C1=CC=CC=C1)C1=CC(F)=CC=C1F,3832,KIF11
(2s)-4-(2-5-difluorophenyl)-n-methyl-2-phenyl-n-piperidin-4-yl-2-5-dihydro-1h-pyrrole-1-carboxamide,CHEMBL205437,NA,[H][C@]1(C=C(CN1C(=O)N(C)C1CCNCC1)C1=CC(F)=CC=C1F)C1=CC=CC=C1,3832,KIF11
(2s)-4-(2-5-difluorophenyl)-n-n-dimethyl-2-phenyl-2-5-dihydro-1h-pyrrole-1-carboxamide,CHEMBL380955,NA,[H][C@]1(C=C(CN1C(=O)N(C)C)C1=CC(F)=CC=C1F)C1=CC=CC=C1,3832,KIF11
(2s)-4-(4-fluorobenzyl)-n-(2-sulfanylethyl)piperazine-2-carboxamide,NA,DB07736,[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCS,23621,BACE1
(2s)-4-(4-fluorobenzyl)-n-(3-sulfanylpropyl)piperazine-2-carboxamide,NA,DB07737,[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCCS,23621,BACE1
(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide,NA,DB07627,[H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1,823,CAPN1
(2s)-6-(2-4-diamino-6-ethylpyrimidin-5-yl)-2-(3-5-difluorophenyl)-4-(3-methoxypropyl)-2h-1-4-benzoxazin-3(4h)-one,NA,NA,[H][C@]1(OC2=C(C=C(C=C2)C2=C(N)N=C(N)N=C2CC)N(CCCOC)C1=O)C1=CC(F)=CC(F)=C1,5972,REN
(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid,NA,DB06982,[H][C@@](CCCCCCNC(=O)OC(C)(C)C)(C(O)=O)C1=CNC2=C1C=CC=C2,6500,SKP1
(2s)-hydroxy(4-hydroxyphenyl)ethanenitrile,NA,DB03430,O[C@H](C#N)C1=CC=C(O)C=C1,197021,LCTL
(2s)-n-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,NA,DB07039,C[C@](O)(COC1=CC=C(C=C1)C#N)C(=O)NC1=CC=C(C#N)C(I)=C1,367,AR
(2s)-n-[(3s)-1-(2-amino-2-oxoethyl)-2-oxo-1-2-3-4-tetrahydroquinolin-3-yl]-2-chloro-2h-thieno[2-3-b]pyrrole-5-carboxamide,NA,NA,[H][C@@]1(Cl)SC2=NC(=CC2=C1)C(=O)N[C@@]1([H])CC2=C(C=CC=C2)N(CC(N)=O)C1=O,5837,PYGM
(2s)-n-[(3z)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxoimidazolidin-1-yl)phenyl]propanamide,NA,DB07137,[H][C@@](C)(C(=O)\N=C1/C=C(N=N1)C1CC1)C1=CC=C(C=C1)N1CCN=C1O,1017,CDK2
(2s)-n-[(3z)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxoimidazolidin-1-yl)phenyl]propanamide,NA,DB07137,[H][C@@](C)(C(=O)\N=C1/C=C(N=N1)C1CC1)C1=CC=C(C=C1)N1CCN=C1O,890,CCNA2
(2s)-pyrrolidin-2-ylmethylamine,NA,DB03253,NC[C@@H]1CCCN1,1803,DPP4
(2s) n-acetyl-l-alanyl-?¤l-phenylalanyl-chloroethylketone,NA,NA,[H][C@@](C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)CCCl,1504,CTRB1
(2s-3r)-3-(6-amino-9h-purin-9-yl)nonan-2-ol,CHEMBL296435,NA,[H][C@@](C)(O)[C@@]([H])(CCCCCC)N1C=NC2=C(N)N=CN=C12,100,ADA
(2s-3r)-3-amino-2-hydroxy-5-(ethylsulfanyl)pentanoyl-((s)-(-)-(1-naphthyl)ethyl)amide,NA,NA,[H][C@](N)(CCSCC)[C@]([H])(O)C(=O)N[C@@]([H])(C)C1=C2C=CC=CC2=CC=C1,10988,METAP2
(2s-3s)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1-2-4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine,CHEMBL1185242,NA,[H][C@@](N)(C(F)=C1CCCC1)[C@]([H])(CC1CC1)C1=NC(=NO1)C1=CC=C(C=C1Cl)S(C)(=O)=O,1803,DPP4
(2s-3s)-3-{3-[4-(methylsulfonyl)phenyl]-1-2-4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine,CHEMBL374936,NA,[H][C@@](N)(C(=O)N1CCCC1)[C@]([H])(C)C1=NC(=NO1)C1=CC=C(C=C1)S(C)(=O)=O,1803,DPP4
(2s-3s)-3-amino-4-(3-3-difluoropyrrolidin-1-yl)-n-n-dimethyl-4-oxo-2-(trans-4-[1-2-4]triazolo[1-5-a]pyridin-6-ylcyclohexyl)butanamide,CHEMBL437557,NA,[H][C@@](N)(C(=O)N1CCC(F)(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CN2N=CN=C2C=C1,1803,DPP4
(2s-3s)-3-amino-4-[(3s)-3-fluoropyrrolidin-1-yl]-n-n-dimethyl-4-oxo-2-(trans-4-[1-2-4]triazolo[1-5-a]pyridin-5-ylcyclohexyl)butanamide,CHEMBL400841,NA,[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CC=CC2=NC=NN12,1803,DPP4
(2s-3s)-3-formyl-2-({[(4-methylphenyl)sulfonyl]amino}methyl)pentanoic acid,NA,NA,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,1990,CELA1
(2s-3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid,NA,NA,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,1990,CELA1
(2s-3s)-4-cyclopropyl-3-{(3r-5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1-2-4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine,NA,NA,[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@]([H])(CC1CC1)C1([H])N[C@]([H])(NO1)C1=C(F)C=C(C=C1)S(C)(=O)=O,1803,DPP4
(2s-3s-4e-6e-8s-9s)-3-amino-9-methoxy-2-6-8-trimethyl-10-phenyldeca-4-6-dienoic acid,NA,NA,[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC,5515,PPP2CA
(2s-3s-4e-6e-8s-9s)-3-amino-9-methoxy-2-6-8-trimethyl-10-phenyldeca-4-6-dienoic acid,NA,NA,[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC,5527,PPP2R5C
(2s-3s-4e-6e-8s-9s)-3-amino-9-methoxy-2-6-8-trimethyl-10-phenyldeca-4-6-dienoic acid,NA,NA,[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC,5518,PPP2R1A
(2s-4r)-1-acetyl-n-[(1s)-4-[(aminoiminomethyl)amino]-1-(2-benzothiazolylcarbonyl)butyl]-4-hydroxy-2-pyrrolidinecarboxamide,CHEMBL256892,NA,[H][C@@](CCCNC(N)=N)(N=C(O)[C@]1([H])C[C@@]([H])(O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1,5644,PRSS1
(2z)-2-cyano-n-(2-2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide,CHEMBL484780,NA,C\C(O)=C(/C#N)C(=O)NC1=CC(Cl)=C(C=C1)C1=CC=CC=C1Cl,1723,DHODH
(2z)-2-cyano-n-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide,CHEMBL483995,DB07561,CCOC1=CC(=CC=C1)C1=CC=C(NC(=O)C(\C#N)=C(\C)O)C=C1,1723,DHODH
(2z)-5'-bromo-2-3'-biindole-2'-3(1h-1'h)-dione ammoniate,CHEMBL1231469,NA,BrC1=CC2=C(NC(=O)\C2=C2/NC3=C(C=CC=C3)C2=O)C=C1,1017,CDK2
(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,CHEMBL483161,DB08172,COC1=CC=CC=C1C1=CC(Cl)=C(NC(=O)C(\C#N)=C(\C)O)C=C1,1723,DHODH
(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,CHEMBL142996,DB08169,O\C(C1CC1)=C(\C#N)C(=O)NC1=CC=C(C=C1)C1=CC=CC=C1,1723,DHODH
