DrugName,DrugID_LSM,DrugID_ChEMBL,DrugID_DrugBank,DrugID_PubChemCID,DrugSMILES,TargetGeneSymbol_Entrez,MechanismOfAction
amantadine,LSM-3571,CHEMBL660,DB00915,2130,C1C2CC3CC1CC(C2)(C3)N,GRIN3B,Glutamate [NMDA] receptor antagonist
amantadine,LSM-3571,CHEMBL660,DB00915,2130,C1C2CC3CC1CC(C2)(C3)N,M,Matrix protein 2 inhibitor
amaryl,LSM-44957,CHEMBL1481,NA,NA,NA,ABCC8,"Sulfonylurea receptor 1, Kir6.2 blocker"
amaryl,LSM-44957,CHEMBL1481,NA,NA,NA,KCNJ11,"Sulfonylurea receptor 1, Kir6.2 blocker"
ambrisentan,LSM-45789,CHEMBL1111,NA,NA,NA,EDNRA,"Endothelin receptor, ET-A/ET-B antagonist"
ambrisentan,LSM-45789,CHEMBL1111,NA,NA,NA,EDNRB,"Endothelin receptor, ET-A/ET-B antagonist"
amdinocillin,LSM-5528,CHEMBL530,NA,NA,NA,mrdA,Bacterial penicillin-binding protein 2 inhibitor
AMG-208,LSM-45438,CHEMBL496102,NA,NA,NA,MET,Hepatocyte growth factor receptor inhibitor
AMG-517,LSM-45865,CHEMBL229430,NA,NA,NA,TRPV1,Vanilloid receptor antagonist
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplA,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplB,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplC,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplD,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplE,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplF,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplJ,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplK,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplL,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplM,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplN,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplO,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplP,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplQ,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplR,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplS,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplT,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplU,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplV,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplW,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplX,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rplY,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmA,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmB,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmC,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmD,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmE,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmF,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmG,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmH,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmI,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpmJ,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsA,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsB,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsC,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsD,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsE,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsF,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsG,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsH,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsI,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsJ,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsK,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsL,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsM,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsN,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsO,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsP,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsQ,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsR,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsS,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsT,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,rpsU,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,ykgM,Bacterial 70S ribosome inhibitor
amikacin,LSM-5935,CHEMBL177,DB00479,37768,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,ykgO,Bacterial 70S ribosome inhibitor
amiloride,LSM-4194,CHEMBL945,DB00594,16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,SCNN1A,"Amiloride-sensitive sodium channel, ENaC blocker"
amiloride,LSM-4194,CHEMBL945,DB00594,16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,SCNN1B,"Amiloride-sensitive sodium channel, ENaC blocker"
amiloride,LSM-4194,CHEMBL945,DB00594,16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,SCNN1G,"Amiloride-sensitive sodium channel, ENaC blocker"
aminoglutethimide,LSM-1409,CHEMBL488,DB00357,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,CYP11A1,Cytochrome P450 11A1 inhibitor
aminoglutethimide,LSM-1409,CHEMBL488,DB00357,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,CYP19A1,Cytochrome P450 19A1 inhibitor
amiodarone,LSM-2379,CHEMBL633,DB01118,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,KCNH2,HERG blocker
amitriptyline,LSM-3190,CHEMBL629,DB00321,2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,SLC6A2,Norepinephrine transporter inhibitor
amitriptyline,LSM-3190,CHEMBL629,DB00321,2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,SLC6A4,Serotonin transporter inhibitor
amlexanox,LSM-5432,CHEMBL1096,DB01025,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,PDE4A,Phosphodiesterase 4 inhibitor
amlexanox,LSM-5432,CHEMBL1096,DB01025,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,PDE4B,Phosphodiesterase 4 inhibitor
amlexanox,LSM-5432,CHEMBL1096,DB01025,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,PDE4C,Phosphodiesterase 4 inhibitor
amlexanox,LSM-5432,CHEMBL1096,DB01025,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,PDE4D,Phosphodiesterase 4 inhibitor
amlodipine,LSM-1388,CHEMBL1491,DB00381,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CACNA1C,Voltage-gated L-type calcium channel blocker
amlodipine,LSM-1388,CHEMBL1491,DB00381,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CACNA1D,Voltage-gated L-type calcium channel blocker
amlodipine,LSM-1388,CHEMBL1491,DB00381,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CACNA1F,Voltage-gated L-type calcium channel blocker
amlodipine,LSM-1388,CHEMBL1491,DB00381,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CACNA1S,Voltage-gated L-type calcium channel blocker
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD1,Dopamine receptor antagonist
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD2,Dopamine receptor antagonist
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD3,Dopamine receptor antagonist
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD4,Dopamine receptor antagonist
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD5,Dopamine receptor antagonist
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,SLC6A2,Norepinephrine transporter inhibitor
amoxapine,LSM-2021,CHEMBL1113,DB00543,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,SLC6A4,Serotonin transporter inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,dacA,Bacterial penicillin-binding protein inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,dacB,Bacterial penicillin-binding protein inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,dacC,Bacterial penicillin-binding protein inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,ftsI,Bacterial penicillin-binding protein inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,mrcA,Bacterial penicillin-binding protein inhibitor
amoxicillin,LSM-5654,CHEMBL1082,DB01060,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,mrcB,Bacterial penicillin-binding protein inhibitor
