DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
abediterol,CHEMBL3039530,DB12100,C1=CC=C(C=C1)C(COCCCCCCNC[C@@H](C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F,ADRB2,154
abediterol,CHEMBL3039530,DB12100,C1=CC=C(C=C1)C(COCCCCCCNC[C@@H](C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F,ADRB3,155
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CDKN2A,1029
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CDK6,1021
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CDK4,1019
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CCND3,896
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,ESR1,2099
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,KRAS,3845
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,TP53,7157
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,ERBB2,2064
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,NRAS,4893
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CCND1,595
abemaciclib,CHEMBL3301610,DB12001,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CCND2,894
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC9,9734
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC7,51564
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC8,55869
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC4,9759
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC10,83933
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC2,3066
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC3,8841
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC1,3065
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC6,10013
abexinostat,CHEMBL2103863,DB12565,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,HDAC5,10014
abiraterone,CHEMBL254328,DB05812,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,CYP17A1,1586
abiraterone,CHEMBL254328,DB05812,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,PTEN,5728
abiraterone,CHEMBL254328,DB05812,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,AR,367
abiraterone acetate,CHEMBL254328,NA,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,CYP17A1,1586
abl-001,CHEMBL3545115,NA,NA,ABL1,25
abobotulinumtoxina,CHEMBL2108570,NA,NA,SNAP25,6616
abt-102,CHEMBL398338,NA,CC(C)(C)C1=CC2=C(C=C1)[C@@H](CC2)NC(=O)NC3=CC=CC4=C3C=NN4,TRPV1,7442
abt-107,CHEMBL2151570,NA,C1CN2CCC1[C@H](C2)OC3=NN=C(C=C3)C4=CC5=C(C=C4)NC=C5,CHRNA7,1139
abt-126,CHEMBL3545231,NA,C1[C@H]2CN3CC1CC(C3)C2OC4=NN=C(S4)C5=CC=CC=C5,CHRNA7,1139
abt-288,CHEMBL3545029,NA,CN1CC2CCN(C2C1)C3=CC=C(C=C3)C4=CC=C(C=C4)N5C(=O)C=CC=N5,HRH3,11255
abt-560,CHEMBL3707354,NA,NA,CHRNB2,1141
abt-560,CHEMBL3707354,NA,NA,CHRNA4,1137
abt-700,CHEMBL3545419,NA,NA,MET,4233
abx-il8,CHEMBL2109616,NA,NA,CXCL8,3576
ac-430,CHEMBL3545241,DB12535,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C(C4=CC=C(C=C4)F)O,JAK2,3717
ac-480,CHEMBL1645462,DB12318,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,ERBB2,2064
ac-480,CHEMBL1645462,DB12318,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,EGFR,1956
ac-480,CHEMBL1645462,DB12318,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,ERBB4,2066
ac-480,CHEMBL1645462,DB12318,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,ERBB3,2065
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,TXK,7294
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,JAK3,3718
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,SRC,6714
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,ITK,3702
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,FYN,2534
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,TEC,7006
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,BLK,640
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,LCK,3932
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,EGFR,1956
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,LYN,4067
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,BMX,660
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,ERBB2,2064
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,ERBB4,2066
acalabrutinib,CHEMBL3707348,DB11703,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,BTK,695
acalisib,CHEMBL3545397,NA,NA,PTEN,5728
acalisib,CHEMBL3545397,NA,NA,PIK3CD,5293
acalisib,CHEMBL3545397,NA,NA,PIK3CA,5290
acamprosate,CHEMBL1201293,DB00659,CC(=O)NCCCS(=O)(=O)O,GRM5,2915
acamprosate,CHEMBL1201293,DB00659,CC(=O)NCCCS(=O)(=O)O,GRIN3A,116443
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA3,2556
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA4,2557
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN2A,2903
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN1,2902
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRB3,2562
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN3A,116443
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRB2,2561
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN2B,2904
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA1,2554
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN2D,2906
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRG2,2566
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRG1,2565
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRB1,2560
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRQ,55879
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRG3,2567
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA6,2559
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA5,2558
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRE,2564
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRD,2563
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN2C,2905
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRA2,2555
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GRIN3B,116444
acamprosate calcium,CHEMBL2068724,DB00659,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],GABRP,2568
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,AMY2A,279
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,LPL,4023
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,DRD2,1813
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,MGA,23269
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,MGAM,8972
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,GAA,2548
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,SI,6476
acarbose,CHEMBL1566,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,SLC2A4,6517
acebutolol,CHEMBL642,DB01193,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,ADRB1,153
acebutolol,CHEMBL642,DB01193,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,P2RX7,5027
acebutolol,CHEMBL642,DB01193,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,TG,7038
acebutolol hydrochloride,CHEMBL1200813,NA,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,ADRB1,153
acenocoumarol,CHEMBL397420,DB01418,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,VKORC1,79001
acepromazine,CHEMBL39560,DB01614,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,DRD1,1812
acepromazine,CHEMBL39560,DB01614,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,DRD5,1816
aceprometazine,CHEMBL2104054,DB01615,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C,HRH1,3269
acetaldehyde,CHEMBL170365,NA,CC=O,TRPA1,8989
acetamide,CHEMBL16081,DB02736,CC(=O)N,HTR2A,3356
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,FAAH,2166
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,PTGS2,5743
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,TBXA2R,6915
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,PTGS1,5742
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CXCL8,3576
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CCND1,595
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CYP7B1,9420
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,NQO1,1728
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,HSPA8,3312
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,HTR4,3360
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,UGT1A4,54657
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,MT2A,4502
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CPT2,1376
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CDKN1A,1026
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,CDK2,1017
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,TRPV1,7442
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,IL2,3558
acetaminophen,CHEMBL112,DB00316,CC(=O)NC1=CC=C(C=C1)O,MARK2,2011
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA2,760
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,NOS1,4842
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA12,771
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA7,766
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA3,761
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA1,759
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,AQP1,358
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA4,762
acetazolamide,CHEMBL20,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CA14,23632
acetazolamide sodium,CHEMBL1200814,NA,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+],CA1,759
acetazolamide sodium,CHEMBL1200814,NA,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+],CA12,771
acetazolamide sodium,CHEMBL1200814,NA,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+],CA4,762
acetazolamide sodium,CHEMBL1200814,NA,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+],CA2,760
acetic acid,CHEMBL539,DB03166,CC(=O)O,HTR2B,3357
acetic acid,CHEMBL539,DB03166,CC(=O)O,HTR2C,3358
acetic acid,CHEMBL539,DB03166,CC(=O)O,FFAR2,2867
acetic acid,CHEMBL539,DB03166,CC(=O)O,ADARB2,105
acetic acid,CHEMBL539,DB03166,CC(=O)O,HTR2A,3356
acetohexamide,CHEMBL1589,DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,KCNJ10,3766
acetohexamide,CHEMBL1589,DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,KCNJ1,3758
acetohexamide,CHEMBL1589,DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,KCNJ11,3767
acetohexamide,CHEMBL1589,DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,TLR7,51284
acetohexamide,CHEMBL1589,DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,ABCC8,6833
acetohydroxamic acid,CHEMBL734,DB00551,CC(=O)NO,RXFP2,122042
acetohydroxamic acid,CHEMBL734,DB00551,CC(=O)NO,RXFP1,59350
acetohydroxamic acid,CHEMBL734,DB00551,CC(=O)NO,RXFP4,339403
acetohydroxamic acid,CHEMBL734,DB00551,CC(=O)NO,RXFP3,51289
acetone,CHEMBL14253,NA,CC(=O)C,HTR2A,3356
acetophenazine,CHEMBL1085,DB01063,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,DRD2,1813
acetophenazine,CHEMBL1085,DB01063,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,DRD1,1812
acetophenazine maleate,CHEMBL2360079,NA,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO)C=C1.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,DRD2,1813
acetylcholine,CHEMBL667,DB03128,CC(=O)OCC[N+](C)(C)C,CHRM2,1129
acetylcholine,CHEMBL667,DB03128,CC(=O)OCC[N+](C)(C)C,CHRM4,1132
acetylcholine,CHEMBL667,DB03128,CC(=O)OCC[N+](C)(C)C,CHRM5,1133
acetylcholine,CHEMBL667,DB03128,CC(=O)OCC[N+](C)(C)C,CHRM3,1131
acetylcholine,CHEMBL667,DB03128,CC(=O)OCC[N+](C)(C)C,CHRM1,1128
acetylcholine chloride,CHEMBL1184,NA,CC(=O)OCC[N+](C)(C)C.[Cl-],CHRM3,1131
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,SLC6A3,6531
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,CXCR2,3579
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,IGF1R,3480
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,MT1E,4493
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,E2F1,1869
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,VWF,7450
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,SLC2A4,6517
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,NTRK1,4914
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,NR4A1,3164
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,LDLR,3949
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,SFTPA1,653509
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,H2AFX,3014
acetylcysteine,CHEMBL600,DB06151,CC(=O)N[C@@H](CS)C(=O)O,ACO1,48
acetyldigitoxin,CHEMBL3545057,DB00511,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,ATP1A1,476
acetyldigitoxin,CHEMBL3545057,DB00511,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,FXYD2,486
acetyldigitoxin,CHEMBL3545057,DB00511,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,ATP1A2,477
acetyldigitoxin,CHEMBL3545057,DB00511,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,ATP1B2,482
